def	fit	ion	x0	tag	sumFormula	x_Lo	x_Hi	d2_Ctr	d2_Lo	d2_Hi	d1_Ctr	d1_Lo	d1_Hi	d0_Ctr	d0_Lo	d0_Hi	calFac	calUnit	charge	ionizFrac	fragOf	isotopeOf	comments	standards	families	baseline	intCalIn
1	1	C6H6O5+	158.020975		C6H6O5	158.0069	158.0351		0.00																		
1	1	(NH4)C6H4O4+	158.044784		C6H8NO4	158.0306	158.0588		0.00																		
1	1	(NH3)(NH4)C5O4	159.040582		C5H7N2O4	159.0282	159.0530		0.00										0								
1	1	(NH4)C6H5O4	159.053158		C6H9NO4	159.0408	159.0656		0.00										0								
1	1	(NH3)(NH4)C5H2O4	161.056232		C5H9N2O4	161.0436	161.0688		0.00										0								
1	1	(NH4)C6H7O4	161.068808		C6H11NO4	161.0562	161.0814		0.00										0								
1	1	(NH4)C6H9O4	163.084458		C6H13NO4	163.0718	163.0972		0.00										0								
1	1	(NH4)C7H13O3	163.120843		C7H17NO3	163.1081	163.1335		0.00										0								
1	1	(NH4)C8H18O2+	164.164505		C8H22NO2	164.1500	164.1790		0.00																		
1	1	(NH3)(NH4)C4H2O5	165.051146		C4H9N2O5	165.0383	165.0640		0.00										0								
1	1	(NH3)(NH4)C5H7O4	166.095357		C5H14N2O4	166.0825	166.1083		0.00										0								
1	1	(NH3)(NH4)C9H7O	166.110613		C9H14N2O	166.0977	166.1235		0.00										0								
1	1	(NH4)C4H5O6+	167.042438		C4H9NO6	167.0278	167.0572		0.00																		
1	1	(NH4)C5H9O5	167.079373		C5H13NO5	167.0664	167.0923		0.00										0								
1	1	(NH3)(NH4)C9H9O	168.126263		C9H16N2O	168.1133	168.1394		0.00										0								
1	1	(NH4)C10H15O	169.146664		C10H19NO	169.1336	169.1598		0.00										0								
1	1	(NH4)C5H12O5+	170.102299		C5H16NO5	170.0874	170.1172		0.00																		
1	1	(NH3)(NH4)C7H6O3+	173.092069		C7H13N2O3	173.0770	173.1071		0.00																		
1	1	(NH4)C6H5O5+	175.047524		C6H9NO5	175.0324	175.0628		0.00																		
1	1	(NH4)C9H3O3+	177.042045		C9H7NO3	177.0267	177.0573		0.00																		
1	1	(NH4)C6H7O5	177.063722		C6H11NO5	177.0502	177.0774		0.00										0								
1	1	(NH4)C8H15O3+	177.135945		C8H19NO3	177.1206	177.1513		0.00																		
1	1	(NH4)C5H4O6+	178.034613		C5H8NO6	178.0192	178.0500		0.00																		
1	1	(NH4)C8H17O3	179.152143		C8H21NO3	179.1384	179.1659		0.00										0								
1	1	(NH3)(NH4)C9H5O2	180.089878		C9H12N2O2	180.0760	180.1036		0.00										0								
1	1	C11H17O2+	181.122306		C11H17O2	181.1068	181.1379		0.00																		
1	1	(NH3)(NH4)C9H7O2	182.105528		C9H14N2O2	182.0916	182.1195		0.00										0								
1	1	(NH4)C4H9O7+	187.068653		C4H13NO7	187.0526	187.0846		0.00																		
1	1	(NH4)C9H13O3+	187.120295		C9H17NO3	187.1043	187.1362		0.00																		
1	1	C14H19+	187.148127		C14H19	187.1321	187.1641		0.00																		
1	1	(NH4)C7H7O5	189.063722		C7H11NO5	189.0493	189.0781		0.00										0								
1	1	C11H10O3	190.062994		C11H10O3	190.0486	190.0775		0.00										0								
1	1	(NH3)(NH4)C7H7O4	190.095357		C7H14N2O4	190.0809	190.1099		0.00										0								
1	1	C10H7O4+	191.033885		C10H7O4	191.0177	191.0501		0.00																		
1	1	(NH3)(NH4)C7H8O4+	191.102633		C7H15N2O4	191.0865	191.1189		0.00																		
1	1	C13H19O+	191.143042		C13H19O	191.1269	191.1593		0.00																		
1	1	(NH3)(NH4)C7H10O4+	193.118283		C7H17N2O4	193.1020	193.1347		0.00																		
1	1	(NH4)C8H15O4	193.131408		C8H19NO4	193.1168	193.1461		0.00										0								
1	1	(NH3)(NH4)C8H14O3+	193.154669		C8H21N2O3	193.1384	193.1710		0.00																		
1	1	(NH4)C9H19O3	193.167794		C9H23NO3	193.1531	193.1825		0.00										0								
1	1	(NH4)C10H9O3	195.089543		C10H13NO3	195.0748	195.1044		0.00										0								
1	1	(NH4)C7H13O5	195.110673		C7H17NO5	195.0959	195.1255		0.00										0								
1	1	(NH3)(NH4)C7H12O4+	195.133933		C7H19N2O4	195.1175	195.1505		0.00																		
1	1	C13H12O2+	200.083181		C13H12O2	200.0664	200.1000		0.00																		
1	1	(NH3)(NH4)C4H6O7+	201.071727		C4H13N2O7	201.0548	201.0886		0.00																		
1	1	(NH4)C9H11O4+	201.099559		C9H15NO4	201.0827	201.1165		0.00																		
1	1	(NH3)(NH4)C9H10O3+	201.123369		C9H17N2O3	201.1065	201.1402		0.00																		
1	1	(NH4)C10H15O3+	201.135945		C10H19NO3	201.1191	201.1528		0.00																		
1	1	(NH4)C12H23O+	201.208716		C12H27NO	201.1918	201.2256		0.00																		
1	1	(NH3)(NH4)C9H11O3	202.131742		C9H18N2O3	202.1164	202.1470		0.00										0								
1	1	(NH4)C10H17O3	203.152144		C10H21NO3	203.1369	203.1675		0.00										0								
1	1	(NH3)(NH4)C10H17O2	204.183778		C10H24N2O2	204.1685	204.1993		0.00										0								
1	1	(NH4)C7H7O6	205.058637		C7H11NO6	205.0432	205.0741		0.00										0								
1	1	(NH4)C9H15O4	205.131408		C9H19NO4	205.1160	205.1469		0.00										0								
1	1	(NH4)C10H19O3	205.167794		C10H23NO3	205.1523	205.1833		0.00										0								
1	1	(NH3)(NH4)C6H3O6	206.053886		C6H10N2O6	206.0384	206.0694		0.00										0								
1	1	(NH3)(NH4)C7H7O5	206.090272		C7H14N2O5	206.0747	206.1057		0.00										0								
1	1	(NH4)C6H7O7	209.053552		C6H11NO7	209.0378	209.0693		0.00										0								
1	1	(NH4)C8H15O5	209.126323		C8H19NO5	209.1106	209.1420		0.00										0								
1	1	(NH4)C10H17O4	219.147058		C10H21NO4	219.1307	219.1634		0.00										0								
1	1	(NH3)2(NH4)C10H15O2	219.194677		C10H25N3O2	219.1782	219.2110		0.00										0								
1	1	(NH4)C9H15O5	221.126323		C9H19NO5	221.1098	221.1429		0.00										0								
1	1	(NH4)C10H19O4	221.162708		C10H23NO4	221.1462	221.1792		0.00										0								
1	1	(NH3)(NH4)C9H15O4	222.157957		C9H22N2O4	222.1414	222.1746		0.00										0								
1	1	(NH4)C9H13O6	235.105587		C9H17NO6	235.0881	235.1230		0.00										0								
1	1	(NH4)C10H17O5	235.141973		C10H21NO5	235.1245	235.1594		0.00										0								
1	1	(NH4)C11H21O4	235.178358		C11H25NO4	235.1609	235.1958		0.00										0								
1	1	(NH3)(NH4)C6H19O7	238.174001		C6H26N2O7	238.1564	238.1917		0.00										0								
1	1	(NH3)(NH4)C6H7O8	242.075015		C6H14N2O8	242.0571	242.0929		0.00										0								
1	1	(NH3)(NH4)C10H23O4	242.220557		C10H30N2O4	242.2026	242.2384		0.00										0								
1	1	(NH3)(NH4)C8H5O7	248.064451		C8H12N2O7	248.0461	248.0827		0.00										0								
1	1	(NH3)(NH4)C5H9O9	248.085580		C5H16N2O9	248.0673	248.1038		0.00										0								
1	1	(NH3)2(NH4)C13H10O2	250.155552		C13H20N3O2	250.1372	250.1740		0.00										0								
1	1	(NH3)(NH4)C7H5O8	252.059365		C7H12N2O8	252.0408	252.0779		0.00										0								
1	1	(NH4)C8H11O8	253.079766		C8H15NO8	253.0612	253.0984		0.00										0								
1	1	(NH4)C10H19O6	253.152537		C10H23NO6	253.1339	253.1711		0.00										0								
1	1	(NH3)(NH4)C7H7O8	254.075015		C7H14N2O8	254.0563	254.0937		0.00										0								
1	1	(NH3)(NH4)C7H7O9	270.069930		C7H14N2O9	270.0502	270.0897		0.00										0								
1	1	(NH3)(NH4)C17H31O2	302.293328		C17H38N2O2	302.2715	302.3152		0.00										0								
1	1	C9H17O12	317.072001		C9H17O12	317.0491	317.0947		0.00										0								
1	1	(NH4)C16H11O6	317.089937		C16H15NO6	317.0672	317.1128		0.00										0								
1	1	(NH3)(NH4)C11H23O8	318.200216		C11H30N2O8	318.1773	318.2231		0.00										0								
1	1	(NH4)C20H28O2	318.243304		C20H32NO2	318.2204	318.2662		0.00										0								
1	1	(NH4)C18H36O3	318.300819		C18H40NO3	318.2780	318.3238		0.00										0								
1	1	(NH3)(NH4)C13H13O8	332.121966		C13H20N2O8	332.0981	332.1458		0.00										0								
1	1	(NH4)C18H35O4	333.287909		C18H39NO4	333.2640	333.3118		0.00										0								
1	1	(NH3)(NH4)C16H27O5	334.246772		C16H34N2O5	334.2227	334.2707		0.00										0								
1	1	(NH3)(NH4)C17H31O4	334.283158		C17H38N2O4	334.2592	334.3072		0.00										0								
1	1	(NH4)C13H27O9	345.199882		C13H31NO9	345.1751	345.2245		0.00										0								
1	1	(NH3)(NH4)C14H30O7	345.260076		C14H37N2O7	345.2354	345.2847		0.00										0								
1	1	(NH4)C9H13O13	347.069990		C9H17NO13	347.0452	347.0948		0.00										0								
1	1	(NH4)C15H13O10	371.085246		C15H17NO10	371.0588	371.1116		0.00										0								
1	1	(NH4)C12H17O12	371.106375		C12H21NO12	371.0800	371.1328		0.00										0								
1	1	(NH4)C7H15O16	373.070383		C7H19NO16	373.0439	373.0969		0.00										0								
1	1	(NH4)C13H23O11	373.158411		C13H27NO11	373.1318	373.1848		0.00										0								
1	1	(NH4)C18H28O7	374.217877		C18H32NO7	374.1913	374.2445		0.00										0								
1	1	(H2O)C17H26O8+	376.172784		C17H28O9	376.1460	376.1995		0.00										1								
1	1	(NH4)C16H17O10	387.116546		C16H21NO10	387.0891	387.1440		0.00										0								
1	1	(NH4)C15H17O11	391.111460		C15H21NO11	391.0837	391.1392		0.00										0								
1	1	(NH3)(NH4)C10H13O14	392.091453		C10H20N2O14	392.0636	392.1192		0.00										0								
1	1	(NH4)C16H19O11+	405.126562		C16H23NO11	405.0979	405.1552		0.00										1								
1	1	(NH4)C16H17O12	419.106375		C16H21NO12	419.0768	419.1359		0.00										0								
1	1	(NH4)C12H19O15	421.106769		C12H23NO15	421.0771	421.1364		0.00										0								
1	1	(NH4)C16H17O13	435.101290		C16H21NO13	435.0706	435.1319		0.00										0								
1	1	(NH4)C12H19O16+	437.101135		C12H23NO16	437.0704	437.1318		0.00										1								
1	1	(NH4)C28H23O10+	537.162947		C28H27NO10	537.1256	537.2003		0.00										1								
1	0	(NH4)O+	34.028740		H4NO	34.0249	34.0327		0.00																		
1	0	(NH4)CO+	46.028740		CH4NO	46.0241	46.0335		0.00																		
1	0	(H2O)NO+	48.008005		H2NO2	48.0031	48.0128		0.00																		
1	0	(H2O)2CH3+	51.044056		CH7O2	51.0390	51.0491		0.00																		
1	0	(NH4)C2O+	58.028740		C2H4NO	58.0232	58.0343		0.00																		
1	1	(NH4)C3H4+	58.065126		C3H8N	58.0595	58.0707		0.00																		
1	0	(H2O)C3H5+	59.049141		C3H7O	59.0436	59.0548		0.00																		
1	0	(NH4)C2H2O+	60.044390		C2H6NO	60.0387	60.0501		0.00																		
1	1	(H2O)C2H3O+	61.028406		C2H5O2	61.0227	61.0342		0.00																		
1	0	(NH4)CO2+	62.023655		CH4NO2	62.0178	62.0295		0.00																		
1	0	(NH4)CH2O2+	64.039305		CH6NO2	64.0333	64.0453		0.00																		
1	0	C5H7+	67.054227		C5H7	67.0481	67.0604		0.00																		
1	1	C4H5O+	69.033491		C4H5O	69.0271	69.0398		0.00																		
1	0	C5H9+	69.069877		C5H9	69.0635	69.0762		0.00																		
1	1	C3H3O2+	71.012756		C3H3O2	71.0062	71.0192		0.00																		
1	0	C3H9O2+	77.059706		C3H9O2	77.0529	77.0666		0.00																		
1	1	(H2O)C2H5O2+	79.038970		C2H7O3	79.0320	79.0460		0.00																		
1	1	C5H5O+	81.033491		C5H5O	81.0263	81.0406		0.00																		
1	1	C6H9+	81.069877		C6H9	81.0627	81.0770		0.00																		
1	1	(NH4)C3O2+	86.023655		C3H4NO2	86.0161	86.0311		0.00																		
1	1	C5H11O+	87.080441		C5H11O	87.0729	87.0881		0.00																		
1	0	(H2O)2(NH4)H2O2+	88.060434		H10NO4	88.0528	88.0681		0.00																		
1	1	C2H5N2O2+	89.034554		C2H5N2O2	89.0268	89.0422		0.00																		
1	1	C4H9O2+	89.059706		C4H9O2	89.0521	89.0675		0.00																		
1	1	(NH4)C2O3+	90.018569		C2H4NO3	90.0109	90.0264		0.00																		
1	0	(NH4)C3H5O2+	91.062780		C3H9NO2	91.0549	91.0706		0.00																		
1	1	(NH4)C2H2O3+	92.034219		C2H6NO3	92.0262	92.0420		0.00																		
1	1	(H2O)C3H7O2+	93.054621		C3H9O3	93.0466	93.0625		0.00																		
1	1	(H2O)C2H5O3+	95.033885		C2H7O4	95.0257	95.0419		0.00																		
1	1	C6H7O+	95.049141		C6H7O	95.0410	95.0573		0.00																		
1	1	(H2O)2C3H7O+	95.070271		C3H11O3	95.0622	95.0784		0.00																		
1	0	(NH4)CH2O4+	96.029134		CH6NO4	96.0209	96.0373		0.00																		
1	1	C6H9O+	97.064791		C6H9O	97.0566	97.0730		0.00																		
1	1	(NH4)C4O2+	98.023655		C4H4NO2	98.0153	98.0319		0.00																		
1	1	(NH4)C3O3+	102.018569		C3H4NO3	102.0100	102.0272		0.00																		
1	1	(NH4)C3H2O3+	104.034219		C3H6NO3	104.0255	104.0429		0.00																		
1	1	C3H5O4+	105.018235		C3H5O4	105.0094	105.0270		0.00																		
1	1	C4H9O3+	105.054621		C4H9O3	105.0457	105.0633		0.00																		
1	1	(NH4)C4H8O2+	106.086255		C4H12NO2	106.0773	106.0951		0.00																		
1	1	C3H7O4+	107.033885		C3H7O4	107.0250	107.0428		0.00																		
1	1	(NH4)C2H2O4+	108.029134		C2H6NO4	108.0201	108.0381		0.00																		
1	1	C6H5O2+	109.028406		C6H5O2	109.0193	109.0375		0.00																		
1	1	C7H9O+	109.064791		C7H9O	109.0557	109.0739		0.00																		
1	1	C8H13+	109.101177		C8H13	109.0921	109.1103		0.00																		
1	1	(NH4)C6H6O+	112.075690		C6H10NO	112.0664	112.0849		0.00																		
1	1	C7H13O+	113.096091		C7H13O	113.0868	113.1055		0.00																		
1	1	C4H5O4+	117.018235		C4H5O4	117.0085	117.0278		0.00																		
1	1	C6H13O2+	117.091006		C6H13O2	117.0814	117.1006		0.00																		
1	1	C4H7O4+	119.033885		C4H7O4	119.0241	119.0436		0.00																		
1	1	(NH3)(NH4)C3O3+	119.045119		C3H7N2O3	119.0354	119.0549		0.00																		
1	1	C5H11O3+	119.070271		C5H11O3	119.0605	119.0801		0.00																		
1	1	(NH3)(NH4)C4H4O2+	119.081504		C4H11N2O2	119.0718	119.0913		0.00																		
1	1	(NH4)C3H2O4+	120.029134		C3H6NO4	120.0193	120.0389		0.00																		
1	1	(NH4)C4H6O3+	120.065520		C4H10NO3	120.0557	120.0754		0.00																		
1	1	C4H9O4+	121.049535		C4H9O4	121.0396	121.0594		0.00																		
1	1	(NH3)(NH4)C3H2O3+	121.060769		C3H9N2O3	121.0509	121.0707		0.00																		
1	1	C3H7O5+	123.028800		C3H7O5	123.0188	123.0389		0.00																		
1	1	C7H7O2+	123.044056		C7H7O2	123.0340	123.0541		0.00																		
1	1	C4H11O4+	123.065185		C4H11O4	123.0551	123.0752		0.00																		
1	1	C8H11O+	123.080441		C8H11O	123.0704	123.0904		0.00																		
1	1	C9H15+	123.116827		C9H15	123.1068	123.1269		0.00																		
1	1	C3H8O5+	124.036625		C3H8O5	124.0265	124.0467		0.00																		
1	1	(NH4)C3H6O4+	124.060434		C3H10NO4	124.0504	124.0706		0.00																		
1	1	C4H12O4	124.073559		C4H12O4	124.0635	124.0837		0.00										0								
1	1	C6H5O3+	125.023320		C6H5O3	125.0132	125.0335		0.00																		
1	1	C3H9O5+	125.044450		C3H9O5	125.0343	125.0547		0.00																		
1	1	C7H9O2+	125.059706		C7H9O2	125.0495	125.0699		0.00																		
1	1	C8H13O+	125.096091		C8H13O	125.0859	125.1063		0.00																		
1	1	(NH4)C6H5O2+	127.062780		C6H9NO2	127.0524	127.0730		0.00																		
1	1	C7H11O2+	127.075356		C7H11O2	127.0650	127.0856		0.00																		
1	1	C5H5O4+	129.018235		C5H5O4	129.0077	129.0287		0.00																		
1	1	C7H13O2+	129.091006		C7H13O2	129.0805	129.1014		0.00																		
1	1	C5H7O4+	131.033885		C5H7O4	131.0233	131.0445		0.00																		
1	1	C6H11O3+	131.070271		C6H11O3	131.0597	131.0809		0.00																		
1	1	C5H9O4+	133.049535		C5H9O4	133.0388	133.0603		0.00																		
1	1	C6H13O3+	133.085921		C6H13O3	133.0752	133.0966		0.00																		
1	1	C4H7O5+	135.028800		C4H7O5	135.0180	135.0397		0.00																		
1	1	(NH3)(NH4)C3O4+	135.040033		C3H7N2O4	135.0291	135.0509		0.00																		
1	1	C5H11O4+	135.065185		C5H11O4	135.0543	135.0761		0.00																		
1	1	C4H9O5+	137.044450		C4H9O5	137.0335	137.0555		0.00																		
1	1	C7H7O3+	139.038970		C7H7O3	139.0278	139.0501		0.00																		
1	1	C6H5O4+	141.018235		C6H5O4	141.0069	141.0295		0.00																		
1	1	C6H7O4+	143.033885		C6H7O4	143.0225	143.0453		0.00																		
1	1	C7H13O3+	145.085921		C7H13O3	145.0743	145.0975		0.00																		
1	1	C5H7O5+	147.028800		C5H7O5	147.0171	147.0405		0.00																		
1	1	(NH3)(NH4)C4O4+	147.040033		C4H7N2O4	147.0283	147.0517		0.00																		
1	1	C6H11O4+	147.065185		C6H11O4	147.0535	147.0769		0.00																		
1	1	(NH3)(NH4)C5H4O3+	147.076419		C5H11N2O3	147.0648	147.0882		0.00																		
1	1	C5H9O5+	149.044450		C5H9O5	149.0326	149.0562		0.00																		
1	1	(NH3)(NH4)C5H6O3+	149.092069		C5H13N2O3	149.0803	149.1039		0.00																		
1	1	C4H7O6+	151.023714		C4H7O6	151.0118	151.0357		0.00																		
1	1	(NH3)(NH4)C3O5+	151.034948		C3H7N2O5	151.0229	151.0469		0.00																		
1	1	C10H15O+	151.111741		C10H15O	151.0998	151.1237		0.00																		
1	1	(NH4)C7H3O3	153.042593		C7H7NO3	153.0306	153.0546		0.00										0								
1	1	C4H10O6+	154.047189		C4H10O6	154.0350	154.0594		0.00																		
1	1	C7H7O4+	155.033885		C7H7O4	155.0217	155.0462		0.00																		
1	1	C6H5O5+	157.013150		C6H5O5	157.0007	157.0255		0.00																		
1	1	C6H7O5+	159.028800		C6H7O5	159.0163	159.0414		0.00																		
1	1	C10H7O2+	159.044056		C10H7O2	159.0315	159.0566		0.00																		
1	1	(NH3)(NH4)C6H4O3+	159.076419		C6H11N2O3	159.0639	159.0889		0.00																		
1	1	C8H15O3+	159.101571		C8H15O3	159.0891	159.1141		0.00																		
1	1	C6H9O5+	161.044450		C6H9O5	161.0318	161.0571		0.00																		
1	1	(NH3)(NH4)C5H2O4+	161.055683		C5H9N2O4	161.0430	161.0683		0.00																		
1	1	C7H13O4+	161.080835		C7H13O4	161.0682	161.0935		0.00																		
1	1	C9H21O2+	161.153606		C9H21O2	161.1409	161.1663		0.00																		
1	1	C5H7O6+	163.023714		C5H7O6	163.0109	163.0365		0.00																		
1	1	C6H11O5+	163.060100		C6H11O5	163.0473	163.0729		0.00																		
1	1	(NH3)(NH4)C5H4O4+	163.071333		C5H11N2O4	163.0585	163.0841		0.00																		
1	1	C7H15O4+	163.096485		C7H15O4	163.0837	163.1093		0.00																		
1	1	C8H7O4+	167.033885		C8H7O4	167.0207	167.0469		0.00																		
1	1	C5H11O6+	167.055014		C5H11O6	167.0418	167.0680		0.00																		
1	1	C7H7O5+	171.028800		C7H7O5	171.0154	171.0421		0.00																		
1	1	(NH3)(NH4)C3H4O6+	171.061162		C3H11N2O6	171.0478	171.0746		0.00																		
